Original,Normalized
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 2620 PAC (AFSCME)","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 2620 POLITICAL ACTION COMMITTEE","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620"
AFSCME 3299,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
AFSCME LOCAL 3299,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
AFSCME LOCAL 3299,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
AFSCME LOCAL 3299 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
AFSCME LOCAL 3299 ISSUES PAC,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
AMERICAN FEDERATION OF STATE COUNTY AND MUNICIPAL EMPLOYEES LOCAL 3299 PAC,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES (AFSCME) LOCAL 3299 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTR.)","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES (AFSCME) LOCAL 3299 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES LOCAL 3299 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 3299 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF STATE, COUNTY, AND MUNICIPAL EMPLOYEES LOCAL 3299 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299"
"AMERICAN FEDERATION OF TEACHERS, AFL-CIO COMMITTEE ON POLITICAL EDUCATION",AMERICAN FEDERATION OF TEACHERS GUILD
AFT GUILD LOCAL 1931-COPE,AMERICAN FEDERATION OF TEACHERS GUILD LOCAL 1931
"AFT GUILD, LOCAL 1931 COPE",AMERICAN FEDERATION OF TEACHERS GUILD LOCAL 1931
"AMERICAN FURNITURE GALLERY, INC",AMERICAN FURNITURE GALLERY
"AMERICAN FURNITURE GALLERY, INC.",AMERICAN FURNITURE GALLERY
AMERICAN PISTACHIO GROWERS CA PAC,AMERICAN PISTACHIO GROWERS
AMERICAN PISTACHIO GROWERS CALIFORNIA PAC,AMERICAN PISTACHIO GROWERS
AMERICAN PISTACHIO GROWERS CALIFORNIA PAC (RESTRICTED USE ACCOUNT),AMERICAN PISTACHIO GROWERS
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIA PAC,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIA PAC (MPO),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION CALIFORNIA POLITICAL ACTION COMMITTEE (MPO),AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE 'MPO',AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICA CALIFORNIA POLITICAL ACTION COMMITTEE MPO,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION OF AMERICAN CALIFORNIA PAC MPO,AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION
AMERICAN STAFFING ASSOCIATION (ASA STAFFING) PAC,AMERICAN STAFFING ASSOCIATION
AMERICAN STAFFING ASSOCIATION (ASA) PAC,AMERICAN STAFFING ASSOCIATION
AMERICAN STAFFING ASSOCIATION PAC,AMERICAN STAFFING ASSOCIATION
AMERICAN STAFFING ASSOCIATION STAFFING PAC,AMERICAN STAFFING ASSOCIATION
AMGEN INC,AMGEN
AMGEN INC.,AMGEN
"AMGEN, INC.",AMGEN
"AMGEN, INC. STATE POLITICAL CONTRIBUTIONS ACCOUNT REVOCABLE TRUST PAC OUTSOURCING LLC, TRUSTEE",AMGEN
"AMGEN, INC. STATE POLITICAL CONTRIBUTIONS ACCOUNT REVOCABLE TRUST PAC OUTSOURCING, LLC TRUSTEE",AMGEN
AMR HOLDCO INC.,AMR HOLDCO
"AMR HOLDCO, INC",AMR HOLDCO
"AMR HOLDCO, INC.",AMR HOLDCO
"AMR HOLDCO., INC.",AMR HOLDCO
AMY K. KOO,AMY K KOO
AMY KOO,AMY K KOO
ANA DAHAN,ANA DAHAN
ANA T. DAHAN,ANA DAHAN
CYNTHIA ANDERSON BARKER,ANDERSON BARKER CYNTHIA
ANDERSON PACIFIC BUILDERS INC.,ANDERSON PACIFIC BUILDERS
ANDREA DEW STEELE,ANDREA DEW STEELE
ANDREA DEW-STEELE,ANDREA DEW STEELE
ANESTHESIA SERVICE MEDICAL GROUP ADVOCACY FUND,ANESTHESIA SERVICE MEDICAL GROUP
"STUART, ANGLEA",ANGELA STUART
"ANGELENOS FOR SAFE TRANSPORTATION PAC SPONSORED BY L.A. TAXI COOPERATIVE, INC. AND SOUTH BAY COOPERATIVE, INC.",ANGELENOS FOR SAFE TRANSPORTATION PAC
"ANGELENOS FOR SAFE TRANSPORTATION PAC SPONSORED BY LA TAXI COOPERATIVE, INC. AND SOUTH BAY COOPERATIVE, INC.",ANGELENOS FOR SAFE TRANSPORTATION PAC
"ANGELENOS FOR SAFE TRANSPORTATION PAC SPONSORED BY LOS ANGELES TAXI COOPERATIVE, INC. AND SOUTH BAY COOPERATIVE, INC.",ANGELENOS FOR SAFE TRANSPORTATION PAC
ANGELO G. TSAKOPOULOS,ANGELO G TSAKOPOULOS
ANGELO K. TSAKOPOULOS,ANGELO G TSAKOPOULOS
ANGELO K. TSAKOPOULOS AND AFFILIATED ENTITIES,ANGELO K. TSAKOPOULOS
ANHEUSER BUSCH,ANHEUSER BUSCH
ANHEUSER BUSCH CO.,ANHEUSER BUSCH
"ANHEUSER BUSCH CO., INC",ANHEUSER BUSCH
ANHEUSER BUSCH COMPANIES,ANHEUSER BUSCH
"ANHEUSER BUSCH COMPANIES, INC",ANHEUSER BUSCH
"ANHEUSER BUSCH COMPANIES, INC.",ANHEUSER BUSCH
ANHEUSER BUSCH COMPANY,ANHEUSER BUSCH
"ANHEUSER BUSCH COS, INC",ANHEUSER BUSCH
ANHEUSER-BUSCH,ANHEUSER BUSCH
ANHEUSER-BUSCH COMAPNIES,ANHEUSER BUSCH
ANHEUSER-BUSCH COMPANIES,ANHEUSER BUSCH
"ANHEUSER-BUSCH COMPANIES, INC.",ANHEUSER BUSCH
"ANHEUSER-BUSCH COMPANIES, LLC ( KIRK KIMMELSHUE)",ANHEUSER BUSCH
"ANHEUSER-BUSCH COMPANIES, LLC (CURTIS RAULINAITIS)",ANHEUSER BUSCH
"ANHEUSER-BUSCH COMPANIES, LLC (KIRK KIMMELSHUE)",ANHEUSER BUSCH
ANHUSER-BUSCH COMPANIES,ANHEUSER BUSCH
ANIMAL BLOOD BANK INC.,ANIMAL BLOOD BANK
"ANIMAL BLOOD BANK, INC.",ANIMAL BLOOD BANK
ANN O'LEARY,ANN O'LEARY
ANN OLEARY,ANN O'LEARY
ROSE ANN SHARP,ANN SHARP ROSE
ANNA ORTIZ MORFIT,ANNA ORTIZ MORFIT
ANNA ORTIZ-MORFIT,ANNA ORTIZ MORFIT
ANNA W WANG,ANNA W WANG
ANNA WANG,ANNA W WANG
"JONES, ANNEMARIE",ANNE-MARIE JONES
ANSCHUTZ ENTERTAINMENT GROUP INC.,ANSCHUTZ ENTERTAINMENT GROUP
"ANSCHUTZ ENTERTAINMENT GROUP, INC.",ANSCHUTZ ENTERTAINMENT GROUP
ANTELOPE VALLEY FEDERATION OF TEACHERS COLLEGE CERTIFIED (UNITEMIZED MEMBER CONTIBUTIONS),ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS
ANTELOPE VALLEY FEDERATION OF TEACHERS COLLEGE CERTIFIED (UNITEMIZED MEMBER CONTRIBUTIONS),ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS
ANTELOPE VALLEY FEDERATION OF TEACHERS COLLEGE CERTIFIED (UNITEMIZED MEMBER DUES),ANTELOPE VALLEY COLLEGE FEDERATION OF TEACHERS
ANTELOPE VALLEY HARLEY DAVIDSON,ANTELOPE VALLEY HARLEY DAVIDSON
ANTELOPE VALLEY HARLEY-DAVIDSON,ANTELOPE VALLEY HARLEY DAVIDSON
ANTHONY BERNHARDT,ANTHONY BERNHARDT
ANTONY BERNHARDT,ANTHONY BERNHARDT
"URBINA, ANTHONY P.",ANTHONY URBINA
APARTMENT ASSOCIATION OF GREATER LOS ANGELES PAC,APARTMENT ASSOCIATION OF GREATER LOS ANGELES
APARTMENT ASSN OF ORANGE COUNTY PAC,APARTMENT ASSOCIATION OF ORANGE COUNTY
APARTMENT ASSOCIATION OF ORANGE COUNTY PAC,APARTMENT ASSOCIATION OF ORANGE COUNTY
ARACELI  PADILLA,ARACELI PADILLA
ARACELI PADILLA,ARACELI PADILLA
"ARCADIAN INFRACOM, INC.",ARCADIAN INFRACOM
ARDELLE M. MATTHEWS,ARDELLE M MATTHEWS
ARDELLE MATTHEWS,ARDELLE M MATTHEWS
ARMANDO J LOPEZ,ARMANDO J LOPEZ
ARMANDO J. LOPEZ,ARMANDO J LOPEZ
"CAL MED PHYSICIANS AND SURGEONS INC. DBA ARROWHEAD COMMUNITY SURGICAL MEDICAL GROUP, INC.",ARROWHEAD COMMUNITY SURGICAL MEDICAL GROUP
"CAL MED PHYSICIANS AND SURGEONS, INC. DBA ARROWHEAD COMMUNITY SURGICAL MEDICAL GROUP, INC.",ARROWHEAD COMMUNITY SURGICAL MEDICAL GROUP
"CHAOTE, ARTHUR",ARTHUR CHOATE
ARTHUR V. AZEVEDO ATTORNEY AT LAW,ARTHUR V AZEVEDO ATTORNEY AT LAW
"ARTHUR V. AZEVEDO, ATTORNEY AT LAW",ARTHUR V AZEVEDO ATTORNEY AT LAW
ARTHUR VALENZUELA JR.,ARTHUR VALENZUELA JR
"ARTHUR VALENZUELA, JR.",ARTHUR VALENZUELA JR
ARTICHOKE JOE'S,ARTICHOKE JOE'S CASINO
ARTICHOKE JOE'S INC.,ARTICHOKE JOE'S CASINO
"ARTICHOKE JOE'S, INC.",ARTICHOKE JOE'S CASINO
ASH KALRA FOR ASSEMBLY 2022,ASH KALRA FOR ASSEMBLY
ASPEN SKILLED HEALTHCARE INC,ASPEN SKILLED HEALTHCARE
ASPEN SKILLED HEALTHCARE INC.,ASPEN SKILLED HEALTHCARE
"ASSEMI GROUP, INC",ASSEMI GROUP
"ASSEMI GROUP, INC.",ASSEMI GROUP
ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA PAC,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS PAC,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS PAC OF CA,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS PAC OF CALIFORNIA,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS PAC PAC,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS POLITICAL ACTION COMMITTEE,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS POLITICAL ACTION COMMITTEE OF CA,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATED GENERAL CONTRACTORS POLITICAL ACTION COMMITTEE OF CALIFORNIA,ASSOCIATED GENERAL CONTRACTORS OF CALIFORNIA
ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFF'S STATE PAC,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFF'S
ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS STATE PAC,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFF'S
ASSOCIATION OF CA STATE SUPERVISORS PAC,ASSOCIATION OF CA STATE SUPERVISORS
ASSOCIATION OF CA STATE SUPERVISORS- PAC,ASSOCIATION OF CA STATE SUPERVISORS
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES (ACLHIC PAC),ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES (ACLHIC) PAC,ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC,ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC  (ACLHIC PAC),ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC - ACLHIC PAC,ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES PAC (ACLHIC PAC),ASSOCIATION OF CALIFORNIA LIFE & HEALTH INSURANCE COMPANIES
ASSN OF CALIFORNIA SCHOOL ADMINISTRATORS PAC,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS
ASSOCIATION OF CA SCHOOL ADMINISTRATORS PAC,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS
ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS PAC,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS
ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS PAC SMALL CONTRIBUTOR COMMITTEE,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS
ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS POLITICAL ACTION COMMITTEE,ASSOCIATION OF CALIFORNIA SCHOOL ADMINISTRATORS
ASSOCIATION OF CALIFORNIA STATE SUPERVISORS PAC,ASSOCIATION OF CALIFORNIA STATE SUPERVISORS
ASSOCIATION OF ORANGE COUNTY DEPUTY SHERIFFS PAC,ASSOCIATION OF ORANGE COUNTY DEPUTY SHERIFFS
ASTELLA PHARMA US INC.,ASTELLA PHARMA US
"ASTELLAS PHARMA US, INC.",ASTELLA PHARMA US
ASTRA ZENECA,ASTRAZENECA
ASTRA ZENECA PHARMACEUTICALS LP,ASTRAZENECA
ASTRA ZENECA SERVICES,ASTRAZENECA
"ASTRA ZENECA, INC.",ASTRAZENECA
ASTRAZENECA,ASTRAZENECA
ASTRAZENECA - ZENECA SERVICES,ASTRAZENECA
ASTRAZENECA INC.,ASTRAZENECA
ASTRAZENECA INC.,ASTRAZENECA
ASTRAZENECA PHARMACEUTICALS,ASTRAZENECA
ASTRAZENECA PHARMACEUTICALS LP,ASTRAZENECA
"ASTRAZENECA PHARMACEUTICALS LP, INCLUDING ITS SUBSIDIARY MEDIMMUNE",ASTRAZENECA
"ASTRAZENECA PHARMACEUTICALS, LP",ASTRAZENECA
"ASTRAZENECA PHARMACEUTICALS, LP - ZENECA INC.",ASTRAZENECA
"ASTRAZENECA PHARMACEUTICALS, LP INCLUDING IT'S SUBSIDIARY MEDIMMUNE",ASTRAZENECA
"ASTRAZENECA PHARMACEUTICALS, LP/ZENECA, INC.",ASTRAZENECA
"ASTRAZENECA, INC.",ASTRAZENECA
AT & T,AT&T
AT & T,AT&T
AT & T SERVICES INC. AND ITS AFFILIATES,AT&T
AT&T,AT&T
AT&T AND AFFILIATED ENTITIES,AT&T
AT&T CALIFORNIA EMPLOYEE PAC,AT&T
AT&T CALIFORNIA EMPLOYEE POLITICAL ACTION COMMITTEE,AT&T
AT&T INC & ITS AFFILIATES,AT&T
AT&T INC. AND IT'S AFFILIATES,AT&T
AT&T INC. AND ITS AFFILIATES,AT&T
AT&T SERVICES INC & ITS AFFILIATES,AT&T
AT&T SERVICES INC AND ITS AFFILIATES,AT&T
AT&T SERVICES INC AND ITS AFFILIATES,AT&T
AT&T SERVICES INC AND ITS AFFILIATES,AT&T
AT&T SERVICES INC. AND IT'S AFFILIATES,AT&T
AT&T SERVICES INC. AND ITS AFFILIATE,AT&T
AT&T SERVICES INC. AND ITS AFFILIATES,AT&T
"AT&T SERVICES,  INC. AND ITS AFFILIATES",AT&T
"AT&T SERVICES, INC. & ITS AFFILIATES",AT&T
"AT&T SERVICES, INC. AND ITS AFFILATES",AT&T
"AT&T SERVICES, INC. AND ITS AFFILIATES",AT&T
"AT&T SERVICES,INC. AND ITS AFFILIATES",AT&T
"AT&T, INC. AND ITS AFFILIATES",AT&T
ATRIA MANAGEMENT COMPANY LLC,ATRIA MANAGEMENT COMPANY
ATRIA MANAGEMENT COMPANY LLC (CHRIS CULLEN),ATRIA MANAGEMENT COMPANY
"HARMAN, AUROS ANSBERGS",AUROS HARMAN
AUTUMN BURKE FOR ASSEMBLY 2022,AUTUMN BURKE FOR ASSEMBLY
AUTUMN BURKE FOR LIEUTENANT GOVERNOR 2026,AUTUMN BURKE FOR LIEUTENANT GOVERNOR
AVANGRID INC.,AVANGRID
"AVANGRID, INC.",AVANGRID
AWIN MANAGEMENT INC,AWIN MANAGEMENT
"AWIN MANAGEMENT, INC.",AWIN MANAGEMENT
BALLY'S INTERACTIVE LLC(RESPONSIBLE OFFICER: CRAIG EATON),BALLY'S INTERACTIVE
BARBARA GRASSESCHI,BARBARA GRASSESCHI
BARBARA GRASSSESCHI,BARBARA GRASSESCHI
BARBARA GRIMM MARSHALL,BARBARA GRIMM MARSHALL
BARBARA GRIMM-MARSHALL,BARBARA GRIMM MARSHALL
BARBARA SCHMITT,BARBARA SCHMITT
BARBARA SMITH,BARBARA SCHMITT
BAY AREA MUNICIPAL ELECTION COMMITEE,BAY AREA MUNICIPAL ELECTION COMMITTEE
BAY AREA MUNICIPAL ELECTION COMMITTEE,BAY AREA MUNICIPAL ELECTION COMMITTEE
"BAY CITIES PAVING & GRADING, INC.",BAY CITIES PAVING & GRADING
"BAY CITIES PAVING & GRADING, INC. (RESTRICTED USE ACCOUNT)",BAY CITIES PAVING & GRADING
BAY SHIP & YACHT COMPANY,BAY SHIP & YACHT COMPANY
BAYSHIP YACHT COMPANY,BAY SHIP & YACHT COMPANY
BEAL DEVELOPMENTS LLC,BEAL DEVELOPMENTS
"BEAL DEVELOPMENTS, LLC",BEAL DEVELOPMENTS
"BELLFLOWER CEDAR, LLC",BELLFLOWER CEDAR
"BELLFLOWER CEDAR, LLC( )",BELLFLOWER CEDAR
BENJAMIN ANDREW NATE JR.,BENJAMIN ANDREW NATE JR
"BENJAMIN ANDREW NATE, JR.",BENJAMIN ANDREW NATE JR
BERKELEY COUNCIL OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER CONTRIBUTIONS),BERKELEY COUNCIL OF CLASSIFIED EMPLOYEES
BERKELEY COUNCIL OF CLASSIFIED EMPLOYEES (UNITEMIZED MEMBER DUES),BERKELEY COUNCIL OF CLASSIFIED EMPLOYEES
"RICKARD, BERNDETTA",BERNADETTA RICKARD
"WELANDER, BERNARD ALLAN",BERNARD WELANDER
BERNARDO DE LA TORRE,BERNARDO DE LA TORRE
BERNARDO DELATORRE,BERNARDO DE LA TORRE
BERRY PETROLEUM COMPANY LLC,BERRY PETROLEUM COMPANY
BERRY PETROLEUM COMPANY LLC(BETH MILLS),BERRY PETROLEUM COMPANY
BERRY PETROLEUM COMPANY LLC(FERNANDO ARAUJO),BERRY PETROLEUM COMPANY
"CRAWFORD, BETRAM",BERTRAM CRAWFORD
BEST BEST & KRIEGER LLP,BEST BEST & KRIEGER
"BEST BEST & KRIEGER, LLP",BEST BEST & KRIEGER
BETMGM LLC(RESPONSIBLE OFFICER: ANDREW HAGOPIAN),BETMGM
BEYOND FOOD MART INC,BEYOND FOOD MART
BEYOND FOOD MART INC.,BEYOND FOOD MART
BHARAT P. PATEL,BHARAT P PATEL
BHARAT PATEL,BHARAT P PATEL
BILL DODD FOR LT. GOVERNOR 2026,BILL DODD FOR LT. GOVERNOR
BILL QUIRK FOR ASSEMBLY 2022,BILL QUIRK FOR ASSEMBLY
BLACH CONSTRUCTION COMPANY,BLACH CONSTRUCTION
BLACH CONSTRUCTION COMPANY (RUA),BLACH CONSTRUCTION
BLACKSTONE GAMING LLC(TUAN THAI),BLACKSTONE GAMING
"BLACKSTONE GAMING, LLC",BLACKSTONE GAMING
"BLACKSTONE GAMING, LLC(TUAN THAI)",BLACKSTONE GAMING
BLANCA RUBIO FOR ASSEMBLY 2022,BLANCA RUBIO FOR ASSEMBLY
"BLOOD HURST & O'REARDON, LLP",BLOOD HURST & O'REARDON
"BLOOD HURST & O'REARDON, LLP",BLOOD HURST & O'REARDON
"BLOOD, HURST & O'REARDON, LLP",BLOOD HURST & O'REARDON
"BLOODHURST & O'REARDON, LLP",BLOOD HURST & O'REARDON
BLUE DIAMOND GROWERS PAC,BLUE DIAMOND GROWERS
BLUE SHEILD OF CALIFORNIA,BLUE SHEILD OF CALIFORNIA
BLUE SHIELD OF CALIFORNIA,BLUE SHEILD OF CALIFORNIA
BLUE SHIELD OF CALIFORNIA(CORPORATION ),BLUE SHIELD OF CALIFORNIA
BLUPEAK CREDIT UNION,BLUPEAK CREDIT UNION
BLUPEAK CREDIT UNION (INDEP EXPENDITURE ACCOUNT),BLUPEAK CREDIT UNION
BOEHRINGER INGELHEIM,BOEHRINGER INGELHEIM
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC USA",BOEHRINGER INGELHEIM
"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",BOEHRINGER INGELHEIM
BOEING COMPANY PAC,BOEING
"BOEING COMPANY POLITICAL ACTION COMMITTEE (FED PAC ID C00142711), THE",BOEING
THE BOEING COMPANY,BOEING
THE BOEING COMPANY FEDERAL PAC,BOEING
THE BOEING COMPANY PAC,BOEING
THE BOEING COMPANY PAC (FEC ID: C00142711),BOEING
THE BOEING COMPANY PAC (FEC ID# C00142711),BOEING
THE BOEING COMPANY PAC (FED PAC ID #C00142711),BOEING
THE BOEING COMPANY PAC (FED PAC ID C00142711),BOEING
THE BOEING COMPANY PAC (MPO),BOEING
THE BOEING COMPANY PAC FEC ID# C00142711,BOEING
"THE BOEING COMPANY PAC, FEDERAL PAC",BOEING
THE BOEING COMPANY POLITICAL ACTION COMMITTEE,BOEING
THE BOEING COMPANY POLITICAL ACTION COMMITTEE (FED PAC ID C00142711),BOEING
BOUAKHOY MANBAOBOUA,BOUAKHOY MANBAOBOUA
BOUAKHOY MANHBAOBOUA,BOUAKHOY MANBAOBOUA
"DE YOUNG, BRAD H.",BRAD H DE YOUNG
"DEYOUNG, BRAD H.",BRAD H DE YOUNG
S. BRADLEY CHALK,BRADLEY S CHALK
BRENDAN O'SULLIVAN,BRENDAN O'SULLIVAN
BRENDAN OSULLIVAN,BRENDAN O'SULLIVAN
"MASTERS, BRIAN A",BRIAN A MASTERS
"MASTERS, BRIAN A.",BRIAN A MASTERS
BRIAN DAHLE FOR SENATE 2020,BRIAN DAHLE FOR SENATE
BRIAN DE SMET,BRIAN DE SMET
BRIAN DESMET,BRIAN DE SMET
JONES FOR SENATE 2022; BRIAN,BRIAN JONES FOR SENATE
BRIAN VAN CAMP,BRIAN VAN CAMP
BRIAN VANCAMP,BRIAN VAN CAMP
BRICKLAYERS AND ALLIED CRAFTWORKERS LOCAL NO 3 PAC,BRICKLAYERS & ALLIED CRAFTWORKERS LOCAL 3
BRICKLAYERS AND ALLIED CRAFTWORKERS LOCAL NO. 3 PAC,BRICKLAYERS & ALLIED CRAFTWORKERS LOCAL 3
BRYAN FOR ASSEMBLY 2022,BRYAN FOR ASSEMBLY
BRYAN FOR ASSEMBLY 2022,BRYAN FOR ASSEMBLY
BRYAN FOR ASSEMBLY 22,BRYAN FOR ASSEMBLY
BUFFY WICKS FOR ASSEMBLY 2022,BUFFY WICKS FOR ASSEMBLY
BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS,BUILDING A STRONGER CALIFORNIA
BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS,BUILDING A STRONGER CALIFORNIA
BUILDING A STRONGER CALIFORNIA SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS SMALL CONTRIBUTOR COMMITTEE,BUILDING A STRONGER CALIFORNIA
BUILDING A STRONGER CALIFORNIA SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS,BUILDING A STRONGER CALIFORNIA
"BUILDING A STRONGER CALIFORNIA, SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS",BUILDING A STRONGER CALIFORNIA
"BUILDING A STRONGER CALIFORNIA, SPONSORED BY SOUTHWEST REGIONAL COUNCIL OF CARPENTERS SMALL CONTRIBUTOR COMMITTEE",BUILDING A STRONGER CALIFORNIA
"BUILDING A STRONGER CALIFORNIA, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS",BUILDING A STRONGER CALIFORNIA
BUILDING A STRONGER WEST SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS,BUILDING A STRONGER CALIFORNIA
"BUILDING A STRONGER WEST, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS",BUILDING A STRONGER CALIFORNIA
"BUILDING A STRONGER FUTURE FOR CA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS",BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC
"BUILDING A STRONGER FUTURE FOR CA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS SMALL CONTRIBUTOR COMMITTEE",BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC
BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC,BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATE REGIONAL COUNCIL OF CARPENTERS SCC",BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC
